,index,prog_name,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
1053,1053,mst,96,224,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.164,3.8333333333
1054,1054,mst,96,256,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.165,3.8333333333
1055,1055,mst,96,512,512,UseParallelGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.165,3.8333333333
1056,1056,mst,128,16,16,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.166,3.8333333333
1057,1057,mst,128,16,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.166,3.8333333333
1058,1058,mst,128,32,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.167,3.8333333333
1059,1059,mst,128,16,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.167,3.8333333333
1060,1060,mst,128,32,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.168,3.8333333333
1061,1061,mst,128,48,48,UseSerialGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.168,3.8333333333
1062,1062,mst,128,16,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.169,3.8333333333
1063,1063,mst,128,32,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.169,3.8333333333
1064,1064,mst,128,48,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.170,3.8333333333
1065,1065,mst,128,64,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.170,3.8333333333
1066,1066,mst,128,16,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.171,3.8333333333
1067,1067,mst,128,32,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.171,3.8333333333
1068,1068,mst,128,48,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.172,3.8333333333
1069,1069,mst,128,64,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.172,3.8333333333
1070,1070,mst,128,96,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.173,3.8333333333
1071,1071,mst,128,16,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.173,3.8333333333
1072,1072,mst,128,32,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.174,3.8333333333
1073,1073,mst,128,48,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.174,3.8333333333
1074,1074,mst,128,64,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.175,3.8333333333
1075,1075,mst,128,96,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.175,3.8333333333
1076,1076,mst,128,128,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.176,3.8333333333
1077,1077,mst,128,16,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.176,3.8333333333
1078,1078,mst,128,32,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.177,3.8333333333
1079,1079,mst,128,48,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.177,3.8333333333
1080,1080,mst,128,64,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.178,3.8333333333
1081,1081,mst,128,96,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.178,3.8333333333
1082,1082,mst,128,128,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.179,3.8333333333
1083,1083,mst,128,160,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.179,3.8333333333
1084,1084,mst,128,16,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.180,3.8333333333
1085,1085,mst,128,32,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.180,3.8333333333
1086,1086,mst,128,48,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.181,3.8333333333
1087,1087,mst,128,64,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.181,3.8333333333
1088,1088,mst,128,96,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.182,3.8333333333
1089,1089,mst,128,128,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.182,3.8333333333
1090,1090,mst,128,160,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.183,3.8333333333
1091,1091,mst,128,192,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.183,3.8333333333
1092,1092,mst,128,16,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.184,3.8333333333
1093,1093,mst,128,32,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.184,3.8333333333
1094,1094,mst,128,48,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.185,3.8333333333
1095,1095,mst,128,64,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.185,3.8333333333
1096,1096,mst,128,96,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.186,3.8333333333
1097,1097,mst,128,128,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.186,3.8333333333
1098,1098,mst,128,160,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.187,3.8333333333
1099,1099,mst,128,192,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.187,3.8333333333
1100,1100,mst,128,224,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.188,3.8333333333
1101,1101,mst,128,16,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.188,3.8333333333
1102,1102,mst,128,32,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.189,3.8333333333
1103,1103,mst,128,48,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.189,3.8333333333
1104,1104,mst,128,64,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.190,3.8333333333
1105,1105,mst,128,96,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.190,3.8333333333
1106,1106,mst,128,128,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.191,3.8333333333
1107,1107,mst,128,160,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.191,3.8333333333
1108,1108,mst,128,192,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.192,3.8333333333
1109,1109,mst,128,224,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.192,3.8333333333
1110,1110,mst,128,256,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.193,3.8333333333
1111,1111,mst,128,16,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.193,3.8333333333
1112,1112,mst,128,32,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.194,3.8333333333
1113,1113,mst,128,48,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.194,3.8333333333
1114,1114,mst,128,64,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.195,3.8333333333
1115,1115,mst,128,96,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.195,3.8333333333
1116,1116,mst,128,128,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.196,3.8333333333
1117,1117,mst,128,160,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.196,3.8333333333
1118,1118,mst,128,192,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.197,3.8333333333
1119,1119,mst,128,224,512,UseConcMarkSweepGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.197,3.8333333333
1120,1120,mst,128,256,512,UseParallelGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.198,3.8333333333
1121,1121,mst,128,512,512,UseParallelGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.198,3.8333333333
1122,1122,mst,160,16,16,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.199,3.8333333333
1123,1123,mst,160,16,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.199,3.8333333333
1124,1124,mst,160,32,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.200,3.8333333333
1125,1125,mst,160,16,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.200,3.8333333333
1126,1126,mst,160,32,48,UseSerialGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.201,3.8333333333
1127,1127,mst,160,48,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.201,3.8333333333
1128,1128,mst,160,16,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.202,3.8333333333
1129,1129,mst,160,32,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.202,3.8333333333
1130,1130,mst,160,48,64,UseSerialGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.203,3.8333333333
1131,1131,mst,160,64,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.203,3.8333333333
1132,1132,mst,160,16,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.204,3.8333333333
1133,1133,mst,160,32,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.204,3.8333333333
1134,1134,mst,160,48,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.205,3.8333333333
1135,1135,mst,160,64,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.205,3.8333333333
1136,1136,mst,160,96,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.206,3.8333333333
1137,1137,mst,160,16,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.206,3.8333333333
1138,1138,mst,160,32,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.207,3.8333333333
1139,1139,mst,160,48,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.207,3.8333333333
1140,1140,mst,160,64,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.208,3.8333333333
1141,1141,mst,160,96,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.208,3.8333333333
1142,1142,mst,160,128,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.209,3.8333333333
1143,1143,mst,160,16,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.209,3.8333333333
1144,1144,mst,160,32,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.210,3.8333333333
1145,1145,mst,160,48,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.210,3.8333333333
1146,1146,mst,160,64,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.211,3.8333333333
1147,1147,mst,160,96,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.211,3.8333333333
1148,1148,mst,160,128,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.212,3.8333333333
1149,1149,mst,160,160,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.212,3.8333333333
1150,1150,mst,160,16,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.213,3.8333333333
1151,1151,mst,160,32,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.213,3.8333333333
1152,1152,mst,160,48,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.214,3.8333333333
1153,1153,mst,160,64,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.214,3.8333333333
1154,1154,mst,160,96,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.215,3.8333333333
1155,1155,mst,160,128,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.215,3.8333333333
1156,1156,mst,160,160,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.216,3.8333333333
1157,1157,mst,160,192,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.216,3.8333333333
1158,1158,mst,160,16,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.217,3.8333333333
1159,1159,mst,160,32,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.217,3.8333333333
1160,1160,mst,160,48,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.218,3.8333333333
1161,1161,mst,160,64,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.218,3.8333333333
1162,1162,mst,160,96,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.219,3.8333333333
1163,1163,mst,160,128,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.219,3.8333333333
1164,1164,mst,160,160,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.220,3.8333333333
1165,1165,mst,160,192,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.220,3.8333333333
1166,1166,mst,160,224,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.221,3.8333333333
1167,1167,mst,160,16,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.221,3.8333333333
1168,1168,mst,160,32,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.222,3.8333333333
1169,1169,mst,160,48,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.222,3.8333333333
1170,1170,mst,160,64,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.223,3.8333333333
1171,1171,mst,160,96,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.223,3.8333333333
1172,1172,mst,160,128,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.224,3.8333333333
1173,1173,mst,160,160,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.224,3.8333333333
1174,1174,mst,160,192,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.225,3.8333333333
1175,1175,mst,160,224,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.225,3.8333333333
1176,1176,mst,160,256,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.226,3.8333333333
1177,1177,mst,160,16,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.226,3.8333333333
1178,1178,mst,160,32,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.227,3.8333333333
1179,1179,mst,160,48,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.227,3.8333333333
1180,1180,mst,160,64,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.228,3.8333333333
1181,1181,mst,160,96,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.228,3.8333333333
1182,1182,mst,160,128,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.229,3.8333333333
1183,1183,mst,160,160,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.229,3.8333333333
1184,1184,mst,160,192,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.230,3.8333333333
1185,1185,mst,160,224,512,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.230,3.8333333333
1186,1186,mst,160,256,512,UseParallelGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.231,3.8333333333
1187,1187,mst,160,512,512,UseParallelGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.231,3.8333333333
1188,1188,mst,192,16,16,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.232,3.8333333333
1189,1189,mst,192,16,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.232,3.8333333333
1190,1190,mst,192,32,32,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.233,3.8333333333
1191,1191,mst,192,16,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.233,3.8333333333
1192,1192,mst,192,32,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.234,3.8333333333
1193,1193,mst,192,48,48,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.234,3.8333333333
1194,1194,mst,192,16,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.235,3.8333333333
1195,1195,mst,192,32,64,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.235,3.8333333333
1196,1196,mst,192,48,64,UseSerialGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.236,3.8333333333
1197,1197,mst,192,64,64,UseSerialGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.236,3.8333333333
1198,1198,mst,192,16,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.237,3.8333333333
1199,1199,mst,192,32,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.237,3.8333333333
1200,1200,mst,192,48,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.238,3.8333333333
1201,1201,mst,192,64,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.238,3.8333333333
1202,1202,mst,192,96,96,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.239,3.8333333333
1203,1203,mst,192,16,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.239,3.8333333333
1204,1204,mst,192,32,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.240,3.8333333333
1205,1205,mst,192,48,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.240,3.8333333333
1206,1206,mst,192,64,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.241,3.8333333333
1207,1207,mst,192,96,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.241,3.8333333333
1208,1208,mst,192,128,128,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.242,3.8333333333
1209,1209,mst,192,16,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.242,3.8333333333
1210,1210,mst,192,32,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.243,3.8333333333
1211,1211,mst,192,48,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.243,3.8333333333
1212,1212,mst,192,64,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.244,3.8333333333
1213,1213,mst,192,96,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.244,3.8333333333
1214,1214,mst,192,128,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.245,3.8333333333
1215,1215,mst,192,160,160,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.245,3.8333333333
1216,1216,mst,192,16,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.246,3.8333333333
1217,1217,mst,192,32,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.246,3.8333333333
1218,1218,mst,192,48,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.247,3.8333333333
1219,1219,mst,192,64,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.247,3.8333333333
1220,1220,mst,192,96,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.248,3.8333333333
1221,1221,mst,192,128,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.248,3.8333333333
1222,1222,mst,192,160,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.249,3.8333333333
1223,1223,mst,192,192,192,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.249,3.8333333333
1224,1224,mst,192,16,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.250,3.8333333333
1225,1225,mst,192,32,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.250,3.8333333333
1226,1226,mst,192,48,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.251,3.8333333333
1227,1227,mst,192,64,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.251,3.8333333333
1228,1228,mst,192,96,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.252,3.8333333333
1229,1229,mst,192,128,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.252,3.8333333333
1230,1230,mst,192,160,224,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.253,3.8333333333
1231,1231,mst,192,192,224,UseParNewGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.253,3.8333333333
1232,1232,mst,192,224,224,UseParNewGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.254,3.8333333333
1233,1233,mst,192,16,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.254,3.8333333333
1234,1234,mst,192,32,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.255,3.8333333333
1235,1235,mst,192,48,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.255,3.8333333333
1236,1236,mst,192,64,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.256,3.8333333333
1237,1237,mst,192,96,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.256,3.8333333333
1238,1238,mst,192,128,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.257,3.8333333333
1239,1239,mst,192,160,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.257,3.8333333333
1240,1240,mst,192,192,256,UseParNewGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.258,3.8333333333
1241,1241,mst,192,224,256,UseParNewGC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.258,3.8333333333
1242,1242,mst,192,256,256,UseG1GC,3.3284441658,0.5600644491,6,1,0,1.5,13.1666666667,5.3333333333,1.5.259,3.8333333333
