,index,prog_name,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
135,135,bh,48,16,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.31,1.4444444444
136,136,bh,48,32,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.32,1.4444444444
137,137,bh,48,48,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.33,1.4444444444
138,138,bh,48,16,64,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.32,1.4444444444
139,139,bh,48,32,64,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.32,1.4444444444
140,140,bh,48,48,64,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.33,1.4444444444
141,141,bh,48,64,64,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.34,1.4444444444
142,142,bh,48,16,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.33,1.4444444444
143,143,bh,48,32,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.33,1.4444444444
144,144,bh,48,48,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.34,1.4444444444
145,145,bh,48,64,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.35,1.4444444444
146,146,bh,48,96,96,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.34,1.4444444444
147,147,bh,48,16,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.34,1.4444444444
148,148,bh,48,32,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.35,1.4444444444
149,149,bh,48,48,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.36,1.4444444444
150,150,bh,48,64,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.35,1.4444444444
151,151,bh,48,96,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.35,1.4444444444
152,152,bh,48,128,128,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.36,1.4444444444
153,153,bh,48,16,160,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.37,1.4444444444
154,154,bh,48,32,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.36,1.4444444444
155,155,bh,48,48,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.36,1.4444444444
156,156,bh,48,64,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.37,1.4444444444
157,157,bh,48,96,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.38,1.4444444444
158,158,bh,48,128,160,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.37,1.4444444444
159,159,bh,48,160,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.37,1.4444444444
160,160,bh,48,16,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.38,1.4444444444
161,161,bh,48,32,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.39,1.4444444444
162,162,bh,48,48,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.38,1.4444444444
163,163,bh,48,64,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.38,1.4444444444
164,164,bh,48,96,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.39,1.4444444444
165,165,bh,48,128,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.40,1.4444444444
166,166,bh,48,160,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.39,1.4444444444
167,167,bh,48,192,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.39,1.4444444444
168,168,bh,48,16,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.39,1.4444444444
169,169,bh,48,32,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.40,1.4444444444
170,170,bh,48,48,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.41,1.4444444444
171,171,bh,48,64,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.40,1.4444444444
172,172,bh,48,96,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.40,1.4444444444
173,173,bh,48,128,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.40,1.4444444444
174,174,bh,48,160,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.41,1.4444444444
175,175,bh,48,192,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.42,1.4444444444
176,176,bh,48,224,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.41,1.4444444444
177,177,bh,48,16,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.41,1.4444444444
178,178,bh,48,32,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.41,1.4444444444
179,179,bh,48,48,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.42,1.4444444444
180,180,bh,48,64,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.43,1.4444444444
181,181,bh,48,96,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.42,1.4444444444
182,182,bh,48,128,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.42,1.4444444444
183,183,bh,48,160,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.42,1.4444444444
184,184,bh,48,192,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.43,1.4444444444
185,185,bh,48,224,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.44,1.4444444444
186,186,bh,48,256,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.43,1.4444444444
187,187,bh,48,16,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.43,1.4444444444
188,188,bh,48,32,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.43,1.4444444444
189,189,bh,48,48,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.44,1.4444444444
190,190,bh,48,64,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.45,1.4444444444
191,191,bh,48,96,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.44,1.4444444444
192,192,bh,48,128,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.44,1.4444444444
193,193,bh,48,160,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.44,1.4444444444
194,194,bh,48,192,512,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.45,1.4444444444
195,195,bh,48,224,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.46,1.4444444444
196,196,bh,48,256,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.45,1.4444444444
197,197,bh,48,512,512,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.45,1.4444444444
198,198,bh,64,16,16,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.45,1.4444444444
199,199,bh,64,16,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.46,1.4444444444
200,200,bh,64,32,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.47,1.4444444444
201,201,bh,64,16,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.46,1.4444444444
202,202,bh,64,32,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.46,1.4444444444
203,203,bh,64,48,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.46,1.4444444444
204,204,bh,64,16,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.47,1.4444444444
205,205,bh,64,32,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.48,1.4444444444
206,206,bh,64,48,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.47,1.4444444444
207,207,bh,64,64,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.47,1.4444444444
208,208,bh,64,16,96,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.47,1.4444444444
209,209,bh,64,32,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.48,1.4444444444
210,210,bh,64,48,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.49,1.4444444444
211,211,bh,64,64,96,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.48,1.4444444444
212,212,bh,64,96,96,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.48,1.4444444444
213,213,bh,64,16,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.48,1.4444444444
214,214,bh,64,32,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.49,1.4444444444
215,215,bh,64,48,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.50,1.4444444444
216,216,bh,64,64,128,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.49,1.4444444444
217,217,bh,64,96,128,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.49,1.4444444444
218,218,bh,64,128,128,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.49,1.4444444444
219,219,bh,64,16,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.50,1.4444444444
220,220,bh,64,32,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.51,1.4444444444
221,221,bh,64,48,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.50,1.4444444444
222,222,bh,64,64,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.50,1.4444444444
223,223,bh,64,96,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.50,1.4444444444
224,224,bh,64,128,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.51,1.4444444444
225,225,bh,64,160,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.52,1.4444444444
226,226,bh,64,16,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.51,1.4444444444
227,227,bh,64,32,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.51,1.4444444444
228,228,bh,64,48,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.51,1.4444444444
229,229,bh,64,64,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.52,1.4444444444
230,230,bh,64,96,192,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.53,1.4444444444
231,231,bh,64,128,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.52,1.4444444444
232,232,bh,64,160,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.52,1.4444444444
233,233,bh,64,192,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.52,1.4444444444
234,234,bh,64,16,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.53,1.4444444444
235,235,bh,64,32,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.54,1.4444444444
236,236,bh,64,48,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.53,1.4444444444
237,237,bh,64,64,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.53,1.4444444444
238,238,bh,64,96,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.53,1.4444444444
239,239,bh,64,128,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.54,1.4444444444
240,240,bh,64,160,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.55,1.4444444444
241,241,bh,64,192,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.54,1.4444444444
242,242,bh,64,224,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.54,1.4444444444
243,243,bh,64,16,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.54,1.4444444444
244,244,bh,64,32,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.55,1.4444444444
245,245,bh,64,48,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.56,1.4444444444
246,246,bh,64,64,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.55,1.4444444444
247,247,bh,64,96,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.55,1.4444444444
248,248,bh,64,128,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.55,1.4444444444
249,249,bh,64,160,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.56,1.4444444444
250,250,bh,64,192,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.57,1.4444444444
251,251,bh,64,224,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.56,1.4444444444
252,252,bh,64,256,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.56,1.4444444444
253,253,bh,64,16,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.56,1.4444444444
254,254,bh,64,32,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.57,1.4444444444
255,255,bh,64,48,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.58,1.4444444444
256,256,bh,64,64,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.57,1.4444444444
257,257,bh,64,96,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.57,1.4444444444
258,258,bh,64,128,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.57,1.4444444444
259,259,bh,64,160,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.58,1.4444444444
260,260,bh,64,192,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.59,1.4444444444
261,261,bh,64,224,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.58,1.4444444444
262,262,bh,64,256,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.58,1.4444444444
263,263,bh,64,512,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.58,1.4444444444
